THANKSGIVING	B-ACONTECIMENTO_EFEMERIDE
propagar	O
cópias	O
de	O
si	O
mesmo	O
entre	O
utilizadores	O
...	O
-	O
''	O
O	O
worm	O
mais	O
travesso	O
''	O
foi	O
o	O
RogueMario.A	B-COISA_CLASSE
,	O
destinado	O
a	O
entreteter	O
os	O
utilizadores	O
enquanto	O
os	O
infecta.	O
Tem	O
uma	O
vertente	O
generosa	O
,	O
já	O
que	O
foi	O
desenhado	O
para	O
instalar	O
a	O
versão	O
do	O
jogo	O
Mario	B-COISA_CLASSE
Bros	I-COISA_CLASSE
de	O
cada	O
vez	O
que	O
infecta	O
um	O
computador.	O
-A	O
categoria	O
Lost	B-ABSTRACCAO_DISCIPLINA
in	I-ABSTRACCAO_DISCIPLINA
Translation	I-ABSTRACCAO_DISCIPLINA
''	O
vai	O
para	O
worms	O
como	O
os	O
MSNFunny.B	B-COISA_CLASSE
,	O
Mimbot.A	B-COISA_CLASSE
ou	O
MsnSend.A	B-COISA_CLASSE
,	O
que	O
conseguem	O
enviar	O
mensagens	O
em	O
vários	O
idiomas	O
,	O
ainda	O
que	O
em	O
frases	O
não	O
muito	O
bem	O
construídas.	O
-O	O
Voter.A	B-COISA_CLASSE
é	O
um	O
worm	O
com	O
``	O
consciência	O
cívica	O
''	O
,	O
conta	O
a	O
Panda	B-ORGANIZACAO_EMPRESA
.	O
Convida	O
os	O
cidadãos	O
do	O
Quénia	B-LOCAL_HUMANO
a	O
participarem	O
em	O
eleições	O
e	O
a	O
votarem	O
num	O
dos	O
candidatos.	O
Uma	O
ideia	O
de	O
aplaudir	O
,	O
não	O
fosse	O
a	O
técnica	O
mostrar	O
uma	O
imagem	O
do	O
candidato	O
de	B-TEMPO_FREQUENCIA
nove	I-TEMPO_FREQUENCIA
a	I-TEMPO_FREQUENCIA
nove	I-TEMPO_FREQUENCIA
segundos	I-TEMPO_FREQUENCIA
.	O
-O	O
Trojan	B-COISA_CLASSE
LiveDeath.A	I-COISA_CLASSE
tem	O
associado	O
a	O
si	O
a	O
curiosidade.	O
Sempre	O
que	O
infecta	O
um	O
computador	O
,	O
abre	O
uma	O
consola	O
de	O
comandos	O
e	O
força	O
os	O
utilizadores	O
a	O
responderem	O
a	O
uma	O
série	O
de	O
perguntas	O
,	O
como	O
``	O
Qual	O
a	O
sua	O
cor	O
favorita	O
?	O
``	O
.	O
O	O
esforço	O
de	O
responder	O
será	O
sempre	O
inglório	O
:	O
qualquer	O
que	O
seja	O
a	O
resposta	O
o	O
computador	O
encerrar-se-á.	O
Ainda	O
que	O
algumas	O
destas	O
ameaças	O
lhe	O
possam	O
parecer	O
interessantes	O
,	O
a	O
Panda	B-OBRA_PLANO
recomenda	O
o	O
afastamento	O
face	O
a	O
estes	O
exemplos	O
de	O
malware.	O
Uma	O
nação	O
de	O
pedintes	O
O	O
PRESIDENTE	B-PESSOA_INDIVIDUAL
Sarkozy	I-PESSOA_INDIVIDUAL
abriu	O
a	O
Conferência	B-ACONTECIMENTO_EVENTO
de	I-ACONTECIMENTO_EVENTO
Dadores	I-ACONTECIMENTO_EVENTO
realizada	O
em	O
Paris	B-LOCAL_HUMANO
com	O
uma	O
frase	O
grandiloquente	O
sobre	O
a	O
necessidade	O
urgente	O
de	O
criar	O
um	O
Estado	B-ORGANIZACAO_ADMINISTRACAO
palestiniano	O
no	B-TEMPO_TEMPO_CALEND
fim	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2008	I-TEMPO_TEMPO_CALEND
.	O
O	O
Presidente	B-PESSOA_CARGO
ou	O
é	O
mentiroso	O
ou	O
finge-se	O
ignorante	O
,	O
ou	O
as	O
duas	O
coisas.	O
Depois	O
do	O
falhanço	O
esperado	O
da	O
cimeira	O
de	O
Annapolis	B-LOCAL_HUMANO
,	O
um	O
modo	O
de	O
Condoleezza	B-PESSOA_INDIVIDUAL
Rice	I-PESSOA_INDIVIDUAL
salvar	O
a	O
face	O
e	O
de	O
a	O
Administração	B-ORGANIZACAO_ADMINISTRACAO
americana	O
e	O
a	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
continuarem	O
a	O
fingir	O
que	O
estão	O
interessadas	O
em	O
resolver	O
o	O
conflito	O
israelo-palestiniano	O
e	O
de	O
lavarem	O
as	O
mãos	O
de	O
tudo	O
o	O
resto	O
,	O
Sarkozy	B-PESSOA_INDIVIDUAL
não	O
pode	O
ignorar	O
que	O
o	O
momento	O
para	O
pronunciamentos	O
débeis	O
é	O
o	O
menos	O
adequado.	O
Tony	B-PESSOA_INDIVIDUAL
Blair	I-PESSOA_INDIVIDUAL
,	O
depois	O
de	O
ter	O
minado	O
todo	O
o	O
processo	O
de	O
paz	O
do	O
Médio	B-LOCAL_HUMANO
Oriente	I-LOCAL_HUMANO
ao	O
ordenar	O
a	O
invasão	O
do	O
Iraque	B-LOCAL_HUMANO
de	O
braço	O
dado	O
com	O
Bush	B-PESSOA_INDIVIDUAL
,	O
continua	O
a	O
emitir	O
piedades	O
deste	O
género	O
,	O
e	O
diz	O
que	O
está	O
na	B-TEMPO_GENERICO
altura	I-TEMPO_GENERICO
de	O
resolver	O
o	O
problema	O
e	O
que	O
ele	O
pode	O
ser	O
resolvido.	O
Blair	B-PESSOA_INDIVIDUAL
não	O
sabe	O
o	O
que	O
diz.	O
A	O
verdade	O
é	O
que	O
não	O
pode	O
ser	O
resolvido	O
,	O
já	O
não	O
pode	O
,	O
e	O
não	O
pode	O
justamente	O
nesta	O
fase	O
,	O
quando	O
os	O
palestinianos	O
têm	O
não	O
um	O
mas	O
dois	O
governos	O
e	O
dois	O
territórios	O
,	O
um	O
ocupado	O
pelos	O
israelitas	O
,	O
a	O
Cisjordânia	B-LOCAL_HUMANO
,	O
outro	O
abandonado	O
pelos	O
israelitas	O
e	O
bombardeado	O
pelos	O
israelitas	O
,	O
Gaza	B-LOCAL_HUMANO
.	O
Anos	B-TEMPO_DURACAO
e	I-TEMPO_DURACAO
anos	I-TEMPO_DURACAO
de	O
destruição	O
compulsiva	O
de	O
interlocutores	O
,	O
alguns	O
moderados	O
,	O
e	O
de	O
opressão	O
,	O
fizeram	O
do	O
povo	O
palestiniano	O
uma	O
nação	O
de	O
pedintes.	O
Gaza	B-ORGANIZACAO_ADMINISTRACAO
subvive	O
das	O
esmolas	O
iranianas	O
,	O
sauditas	O
e	O
dos	O
Emiratos	B-ORGANIZACAO_ADMINISTRACAO
,	O
e	O
a	O
Cisjordânia	B-ORGANIZACAO_ADMINISTRACAO
subvive	O
de	O
doações	O
da	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
,	O
da	O
América	B-ORGANIZACAO_ADMINISTRACAO
,	O
de	O
Estados	O
árabes	O
e	O
das	O
Nações	B-ORGANIZACAO_ADMINISTRACAO
Unidas	I-ORGANIZACAO_ADMINISTRACAO
.	O
Nenhuma	O
nação	O
palestiniana	O
pode	O
aspirar	O
a	O
ser	O
um	O
Estado	B-ORGANIZACAO_ADMINISTRACAO
palestiniano	O
,	O
e	O
um	O
país	O
viável	O
,	O
sem	O
unidade	O
do	O
território	O
e	O
do	O
povo	O
,	O
e	O
sem	O
soberania	O
sobre	O
esse	O
povo	O
e	O
esse	O
território.	O
No	O
terreno	O
,	O
temos	O
a	O
pior	O
situação	O
de	O
sempre.	O
O	O
Hamas	B-ORGANIZACAO_INSTITUICAO
a	O
mandar	O
em	O
Gaza	B-ORGANIZACAO_ADMINISTRACAO
,	O
e	O
a	O
OLP	B-ORGANIZACAO_INSTITUICAO
a	O
fingir	O
que	O
manda	O
na	O
Cisjordânia	B-ORGANIZACAO_ADMINISTRACAO
.	O
Sarkozy	B-PESSOA_INDIVIDUAL
,	O
e	O
Blair	B-PESSOA_INDIVIDUAL
,	O
e	O
os	O
europeus	O
,	O
sendo	O
a	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
o	O
maior	O
dador	O
de	O
dinheiro	O
para	O
os	O
palestinianos	O
e	O
já	O
vamos	O
ver	O
porquê	O
,	O
não	O
podem	O
desconhecer	O
que	O
nem	O
Mahmoud	B-PESSOA_INDIVIDUAL
Abbas	I-PESSOA_INDIVIDUAL
é	O
um	O
chefe	O
com	O
apoio	O
popular	O
na	O
Cisjordânia	B-LOCAL_HUMANO
nem	O
a	O
OLP	B-ORGANIZACAO_INSTITUICAO
,	O
dominada	O
pela	O
Fatah	B-ORGANIZACAO_INSTITUICAO
,	O
tem	O
apoio	O
popular	O
em	O
Gaza	B-LOCAL_HUMANO
.	O
Se	O
realizassem	O
eleições	O
na	O
Cisjordânia	B-LOCAL_HUMANO
,	O
Abbas	B-PESSOA_INDIVIDUAL
e	O
um	O
grupo	O
de	O
agentes	O
corruptos	O
disfarçados	O
de	O
``	O
moderados	O
''	O
não	O
as	O
ganhariam	O
,	O
e	O
não	O
as	O
ganhariam	O
nas	O
cidades	O
onde	O
o	O
Hamas	B-ORGANIZACAO_INSTITUICAO
ganhou.	O
Abbas	B-PESSOA_INDIVIDUAL
pode	O
fingir	O
mandar	O
em	O
Ramallah	B-ORGANIZACAO_INSTITUICAO
e	O
na	O
clientela	O
privilegiada	O
de	O
uma	O
organização	O
que	O
não	O
soube	O
constituir-se	O
como	O
fonte	O
legítima	O
do	O
poder	O
palestiniano	O
,	O
não	O
pode	O
fingir	O
que	O
é	O
considerado	O
em	O
Jenin	B-LOCAL_HUMANO
e	O
Hebron	B-LOCAL_HUMANO
,	O
em	O
Nablus	B-LOCAL_HUMANO
e	O
Tulkarem	B-LOCAL_HUMANO
,	O
em	O
Jericó	B-LOCAL_HUMANO
e	O
Jerusalém	B-LOCAL_HUMANO
Oriental	I-LOCAL_HUMANO
.	O
Abbas	B-PESSOA_INDIVIDUAL
,	O
arrastando-se	O
aos	O
pés	O
dos	O
chefes	O
europeus	O
a	O
mendigar	O
uns	O
milhares	O
de	O
milhões	O
de	O
dólares	O
enquanto	O
insulta	O
o	O
Hamas	B-ORGANIZACAO_INSTITUICAO
e	O
aceita	O
que	O
os	O
palestinianos	O
de	O
Gaza	B-LOCAL_HUMANO
sejam	O
colectivamente	O
punidos	O
pelo	O
embargo	O
israelita	O
e	O
pela	O
recusa	O
americana	O
e	O
europeia	O
de	O
incluir	O
o	O
Hamas	B-ORGANIZACAO_INSTITUICAO
no	O
processo	O
de	O
paz	O
é	O
visto	O
como	O
uma	O
marioneta	O
do	O
Ocidente	B-ORGANIZACAO_ADMINISTRACAO
e	O
um	O
traidor.	O
Os	O
israelitas	O
sabem	O
isto	O
melhor	O
do	O
que	O
ninguém	O
porque	O
são	O
os	O
que	O
melhor	O
conhecem	O
a	O
quimera	O
do	O
road	O
map.	O
Israel	B-ORGANIZACAO_ADMINISTRACAO
,	O
sabendo	O
que	O
não	O
pode	O
devolver	O
a	O
Cisjordânia	B-LOCAL_HUMANO
,	O
desmantelar	O
os	O
colonatos	O
,	O
prescindir	O
da	O
Ocupação	B-ACONTECIMENTO_EFEMERIDE
sem	O
comprometer	O
a	O
sua	O
segurança	O
,	O
dividir	O
Jerusalém	B-LOCAL_HUMANO
ou	O
ceder	O
a	O
pretensões	O
sobre	O
o	O
regresso	O
de	O
milhões	O
de	O
refugiados	O
(	O
que	O
nunca	O
poderão	O
regressar	O
)	O
,	O
está	O
interessado	O
em	O
manter	O
as	O
ficções	O
americanas	O
e	O
europeias	O
e	O
administrar	O
a	O
Ocupação	B-ACONTECIMENTO_EFEMERIDE
e	O
a	O
relação	O
de	O
forças	O
,	O
como	O
a	O
sua	O
supremacia	O
militar	O
assegura.	O
O	O
Hamas	B-ORGANIZACAO_INSTITUICAO
está	O
interessado	O
,	O
simetricamente	O
,	O
em	O
administrar	O
a	O
resistência.	O
Israel	B-ORGANIZACAO_ADMINISTRACAO
só	O
seria	O
obrigado	O
a	O
ceder	O
se	O
os	O
Estados	B-ORGANIZACAO_ADMINISTRACAO
Unidos	I-ORGANIZACAO_ADMINISTRACAO
deixassem	O
de	O
apoiar	O
e	O
de	O
vender	O
milhares	O
de	O
milhões	O
de	O
dólares	O
de	O
armas	O
aos	O
israelitas	O
,	O
e	O
Israel	B-ORGANIZACAO_ADMINISTRACAO
sabe	O
que	O
isso	O
nunca	O
acontecerá	O
,	O
por	O
razões	O
da	O
política	O
interna	O
americana	O
e	O
da	O
força	O
do	O
lobby	O
judeu.	O
Nenhum	O
candidato	O
democrata	O
,	O
nem	O
mesmo	O
o	O
utópico	O
Obama	B-PESSOA_INDIVIDUAL
,	O
ousariam	O
modificar	O
este	O
estado	O
de	O
coisas.	O
A	O
posição	O
da	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
,	O
dando	O
milhares	O
de	O
milhões	O
que	O
a	O
dispensem	O
de	O
contribuir	O
para	O
uma	O
resolução	O
política	O
,	O
é	O
a	O
mais	O
contraproducente.	O
A	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
prefere	O
pagar	O
para	O
não	O
ser	O
incomodada	O
,	O
e	O
prefere	O
transformar	O
,	O
como	O
transformou	O
,	O
os	O
palestinianos	O
numa	O
nação	O
de	O
pedintes.	O
A	O
velha	O
e	O
cínica	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
,	O
origem	O
de	O
todo	O
este	O
problema	O
,	O
a	O
assassina	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
como	O
lhe	O
chama	O
o	O
escritor	O
israelita	O
Amos	B-PESSOA_INDIVIDUAL
Oz	I-PESSOA_INDIVIDUAL
,	O
sabe	O
que	O
não	O
pode	O
contrariar	O
os	O
Estados	B-ORGANIZACAO_ADMINISTRACAO
Unidos	I-ORGANIZACAO_ADMINISTRACAO
e	O
não	O
quer	O
contrariar	O
os	O
israelitas	O
por	O
má	O
consciência.	O
Sabe	O
também	O
que	O
os	O
palestinianos	O
são	O
um	O
povo	O
espoliado	O
,	O
banido	O
,	O
revoltado	O
e	O
oprimido	O
,	O
e	O
que	O
parte	O
da	O
responsabilidade	O
histórica	O
dessa	O
opressão	O
lhe	O
pertence.	O
Como	O
contribui	O
para	O
o	O
problema	O
sem	O
contribuir	O
para	O
a	O
solução	O
,	O
a	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
adoptou	O
um	O
discurso	O
de	O
duplicidades	O
e	O
subentendidos	O
,	O
de	O
fraquezas	O
e	O
recuos	O
,	O
de	O
que	O
o	O
senhor	B-PESSOA_INDIVIDUAL
Javier	I-PESSOA_INDIVIDUAL
Solanas	I-PESSOA_INDIVIDUAL
é	O
o	O
exemplo	O
acabado.	O
A	O
rematar	O
o	O
discurso	O
,	O
a	O
Europa	B-ORGANIZACAO_ADMINISTRACAO
passa	O
cheques.	O
Os	O
palestinianos	O
habituaram-se	O
a	O
explorar	O
esta	O
fraqueza	O
a	O
seu	O
favor	O
e	O
transformaram	O
a	O
sua	O
reivindicação	O
numa	O
vitimização	O
que	O
lhes	O
dá	O
direito	O
,	O
de	B-TEMPO_FREQUENCIA
tanto	I-TEMPO_FREQUENCIA
em	I-TEMPO_FREQUENCIA
tanto	I-TEMPO_FREQUENCIA
tempo	I-TEMPO_FREQUENCIA
,	O
a	O
uma	O
compensação	O
monetária.	O
Muitos	O
milhões	O
acabam	O
,	O
como	O
no	B-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
de	O
Arafat	B-PESSOA_INDIVIDUAL
,	O
em	O
contas	O
secretas	O
e	O
nos	O
bolsos	O
de	O
uma	O
oligarquia.	O
Tanto	O
dinheiro	O
não	O
chega	O
para	O
comprar	O
os	O
palestinianos	O
que	O
não	O
estão	O
à	O
venda.	O
Os	O
palestinianos	O
vêem	O
o	O
Muro	B-ABSTRACCAO_IDEIA
entrar-lhes	O
pelas	O
vidas	O
dentro	O
,	O
vêem	O
a	O
sua	O
destituição	O
transformada	O
em	O
humilhação	O
,	O
e	O
votam	O
Hamas	B-ORGANIZACAO_INSTITUICAO
ou	O
Jihad	B-ORGANIZACAO_INSTITUICAO
Islâmica	I-ORGANIZACAO_INSTITUICAO
.	O
Em	O
Gaza	B-LOCAL_HUMANO
,	O
as	O
crianças	O
querem	O
ser	O
mártires.	O
E	O
sem	O
Gaza	B-LOCAL_HUMANO
,	O
não	O
haverá	O
Palestina	B-LOCAL_HUMANO
.	O
Clara	B-PESSOA_INDIVIDUAL
Ferreira	I-PESSOA_INDIVIDUAL
Alves	I-PESSOA_INDIVIDUAL
New	B-LOCAL_HUMANO
York	I-LOCAL_HUMANO
,	O
New	B-LOCAL_HUMANO
York	I-LOCAL_HUMANO
No	B-TEMPO_TEMPO_CALEND
mês	I-TEMPO_TEMPO_CALEND
passado	I-TEMPO_TEMPO_CALEND
,	O
o	O
presidente	O
da	O
Câmara	B-ORGANIZACAO_ADMINISTRACAO
de	O
Nova	B-LOCAL_HUMANO
Iorque	I-LOCAL_HUMANO
,	O
Michael	B-PESSOA_INDIVIDUAL
Bloomberg	I-PESSOA_INDIVIDUAL
,	O
decidiu	O
entregar	O
o	O
cartão	O
de	O
militante	O
do	O
Partido	B-ORGANIZACAO_INSTITUICAO
Conservador	I-ORGANIZACAO_INSTITUICAO
.	O
O	O
gesto	O
foi	O
entendido	O
como	O
o	O
arregaçar	O
de	O
mangas	O
para	O
entrar	O
na	O
corrida	O
presidencial	O
numa	O
candidatura	O
independente.	O
E	O
se	O
ele	O
avançar	O
,	O
as	O
mais	O
recentes	O
sondagens	O
indicam	O
que	O
o	O
boletim	O
de	O
voto	O
das	O
eleições	O
de	B-TEMPO_TEMPO_CALEND
2008	I-TEMPO_TEMPO_CALEND
podem	O
ter	O
três	O
rostos	O
ligados	O
à	O
``	O
Big	B-LOCAL_HUMANO
Apple	I-LOCAL_HUMANO
``	O
:	O
Hillary	B-PESSOA_INDIVIDUAL
Clinton	I-PESSOA_INDIVIDUAL
,	O
senadora	O
pelo	O
estado	O
de	O
Nova	B-LOCAL_HUMANO
Iorque	I-LOCAL_HUMANO
,	O
Rudy	B-PESSOA_INDIVIDUAL
Giuliani	I-PESSOA_INDIVIDUAL
,	O
o	O
republicano	O
que	O
já	O
foi	O
presidente	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Câmara	I-PESSOA_CARGO
da	O
cidade	O
,	O
e	O
Michael	B-PESSOA_INDIVIDUAL
Bloomberg	I-PESSOA_INDIVIDUAL
,	O
o	O
homem	O
que	O
sucedeu	O
a	O
Giuliani	B-PESSOA_INDIVIDUAL
no	O
cargo.	O
Este	O
cenário	O
deverá	O
irritar	O
solenemente	O
a	O
classe	O
política	O
de	O
cidades	O
como	O
Boston	B-LOCAL_HUMANO
,	O
St.	B-LOCAL_HUMANO
--SENTENCE--	I-LOCAL_HUMANO
Louis	I-LOCAL_HUMANO
,	O
Chicago	B-LOCAL_HUMANO
,	O
ou	O
Los	B-LOCAL_HUMANO
Angeles	I-LOCAL_HUMANO
,	O
que	O
nunca	O
viram	O
com	O
agrado	O
a	O
intromissão	O
de	O
políticos	O
nova-iorquinos	O
nos	O
assuntos	O
presidenciais.	O
Aliás	O
,	O
os	O
últimos	O
sete	O
presidentes	O
eleitos	O
vieram	O
de	O
regiões	O
no	O
Sul	B-LOCAL_HUMANO
ou	O
do	O
Oeste	B-LOCAL_HUMANO
,	O
e	O
ser	O
oriundo	O
do	O
Nordeste	B-LOCAL_HUMANO
americano	O
passou	O
a	O
ser	O
quase	O
considerado	O
uma	O
garantia	O
de	O
derrota	O
eleitoral	O
(	O
que	O
o	O
digam	O
Dukakis	B-PESSOA_INDIVIDUAL
ou	O
Kerry	B-PESSOA_INDIVIDUAL
)	O
.	O
Como	O
recordava	O
um	O
artigo	O
num	O
recente	O
número	O
da	O
revista	O
New	B-LOCAL_VIRTUAL
Yorker	I-LOCAL_VIRTUAL
,	O
Nova	B-PESSOA_POVO
Iorque	I-PESSOA_POVO
já	O
não	O
via	O
uma	O
coisa	O
assim	O
desde	B-TEMPO_TEMPO_CALEND
1951	I-TEMPO_TEMPO_CALEND
,	O
quando	O
,	O
no	O
campeonato	O
de	O
basebol	O
,	O
as	O
equipas	O
de	O
Brooklin	B-ORGANIZACAO_INSTITUICAO
Dodgers	I-ORGANIZACAO_INSTITUICAO
e	O
dos	O
New	B-ORGANIZACAO_INSTITUICAO
York	I-ORGANIZACAO_INSTITUICAO
Giants	I-ORGANIZACAO_INSTITUICAO
disputaram	O
o	O
``	O
play	O
off	O
''	O
para	O
decidir	O
quem	O
iria	O
à	O
final	O
com	O
os	O
New	B-PESSOA_GRUPOMEMBRO
York	I-PESSOA_GRUPOMEMBRO
Yankees	I-PESSOA_GRUPOMEMBRO
(	O
que	O
acabaram	O
vencedores	O
da	O
``	O
World	B-ACONTECIMENTO_ORGANIZADO
Séries	I-ACONTECIMENTO_ORGANIZADO
``	O
)	O
.	O
Para	O
uma	O
eventual	O
candidatura	O
,	O
Bloomberg	B-PESSOA_INDIVIDUAL
nem	O
sequer	O
está	O
preocupado	O
com	O
o	O
facto	O
de	O
arrancar	O
tarde	O
,	O
numas	O
eleições	O
em	O
que	O
as	O
primárias	O
servem	O
para	O
angariar	O
fundos	O
(	O
em	O
anteriores	O
eleições	O
,	O
o	O
também	O
magnata	O
dos	O
``	O
media	O
''	O
já	O
gastou	O
mais	B-VALOR_MOEDA
de	I-VALOR_MOEDA
160	I-VALOR_MOEDA
milhões	I-VALOR_MOEDA
de	I-VALOR_MOEDA
dólares	I-VALOR_MOEDA
do	O
seu	O
bolso	O
,	O
e	O
tem	O
muitos	O
mais	O
para	O
gastar	O
)	O
.	O
Além	O
disso	O
,	O
Bloomberg	B-PESSOA_INDIVIDUAL
conta	O
com	O
o	O
efeito	O
de	O
subida	O
de	O
popularidade	O
dos	O
independentes	O
nos	O
EUA	B-LOCAL_HUMANO
.	O
Os	O
estudos	O
dizem	O
que	O
cerca	B-VALOR_QUANTIDADE
de	I-VALOR_QUANTIDADE
40	I-VALOR_QUANTIDADE
%	I-VALOR_QUANTIDADE
dos	O
eleitores	O
não	O
tem	O
simpatia	O
por	O
nenhum	O
dos	O
partidos.	O
E	O
este	O
dado	O
torna	O
o	O
estatuto	O
de	O
independente	O
muito	O
atraente	O
--	O
um	O
fenómeno	O
semelhante	O
ao	O
verificado	O
com	O
a	O
candidatura	O
de	O
Manuel	B-PESSOA_INDIVIDUAL
Alegre	I-PESSOA_INDIVIDUAL
,	O
nas	O
últimas	O
presidenciais	O
portuguesas	O
,	O
ou	O
com	O
aquilo	O
que	O
esperam	O
conseguir	O
Helena	B-PESSOA_INDIVIDUAL
Roseta	I-PESSOA_INDIVIDUAL
e	O
Carmona	B-PESSOA_INDIVIDUAL
Rodrigues	I-PESSOA_INDIVIDUAL
nas	O
próximas	O
eleições	O
intercalares	O
para	O
a	O
Câmara	B-ORGANIZACAO_ADMINISTRACAO
de	O
Lisboa	B-LOCAL_HUMANO
.	O
Mundial	B-ACONTECIMENTO_ORGANIZADO
:	O
Rui	B-PESSOA_INDIVIDUAL
Cordeiro	I-PESSOA_INDIVIDUAL
e	O
Lobos	B-PESSOA_GRUPOMEMBRO
arrepiam	O
franceses	O
NÃO	O
FOI	O
SÓ	O
EM	O
PORTUGAL	B-LOCAL_HUMANO
QUE	O
O	O
HINO	O
PUXOU	O
PELAS	O
EMOÇÕES	O
FORTES	O
Os	O
homens	O
também	O
choram	O
,	O
e	O
isso	O
ficou	O
provado	O
quando	O
os	O
jogadores	O
da	O
Selecção	B-PESSOA_GRUPOMEMBRO
cantaram	O
o	O
hino	O
antes	O
do	O
Escócia	B-PESSOA_GRUPOMEMBRO
-	O
Portugal	B-PESSOA_GRUPOMEMBRO
.	O
As	O
imagens	O
emocionaram	O
o	O
País	B-PESSOA_POVO
mas	O
não	O
só.	O
No	O
bloco	O
informativo	O
dedicado	O
à	O
prova	O
,	O
a	O
TF1	B-ORGANIZACAO_EMPRESA
--	O
uma	O
das	O
principais	O
cadeias	O
de	O
televisão	O
francesas	O
--	O
anunciou	O
«	O
o	B-TEMPO_GENERICO
momento	I-TEMPO_GENERICO
mais	O
incrível	O
do	O
Mundial	B-ACONTECIMENTO_ORGANIZADO
até	O
agora	O
»	O
e	O
,	O
de	O
seguida	O
,	O
exibiu	O
«	O
A	B-OBRA_REPRODUZIDA
Portuguesa	I-OBRA_REPRODUZIDA
»	O
na	O
íntegra	O
,	O
com	O
os	O
Lobos	B-PESSOA_GRUPOMEMBRO
a	O
chorarem.	O
Não	O
é	O
todos	B-TEMPO_FREQUENCIA
os	I-TEMPO_FREQUENCIA
dias	I-TEMPO_FREQUENCIA
que	O
se	O
vê	O
um	O
«	O
gigante	O
»	O
de	O
1,84	B-VALOR_QUANTIDADE
metros	I-VALOR_QUANTIDADE
e	O
140	B-VALOR_QUANTIDADE
kg	I-VALOR_QUANTIDADE
a	O
chorar	O
como	O
uma	O
criança.	O
Mas	O
Rui	B-PESSOA_INDIVIDUAL
Cordeiro	I-PESSOA_INDIVIDUAL
foi	O
um	O
dos	O
Lobos	B-PESSOA_GRUPOMEMBRO
que	O
mais	O
impressionou	O
a	O
cantar	O
hino.	O
Logo	O
ele	O
,	O
que	O
«	O
é	O
difícil	O
ir	O
às	O
lágrimas	O
»	O
.	O
«	O
Senti	O
tanta	O
coisa.	O
O	O
hino	O
sempre	O
foi	O
um	O
momento	O
importante	O
nos	O
nossos	O
jogos	O
e	O
nós	O
não	O
o	O
cantamos	O
,	O
gritamos	O
!	O
Depois	B-TEMPO_TEMPO_CALEND
entre	O
o	O
aquecimento	O
e	O
o	O
regresso	O
,	O
as	O
bancadas	O
,	O
que	O
ainda	O
estavam	O
quase	O
vazias	O
,	O
compuseram-se.	O
Deu-me	O
muitas	O
ganas	O
»	O
,	O
explicou	O
Cordeiro	B-PESSOA_INDIVIDUAL
,	O
prosseguindo	O
:	O
«	O
Assim	O
como	O
a	O
Nova	B-PESSOA_GRUPOMEMBRO
Zelândia	I-PESSOA_GRUPOMEMBRO
se	O
motiva	O
com	O
o	O
'haka	O
'	O
,	O
nós	O
fazemo-lo	O
com	O
'	O
A	B-OBRA_REPRODUZIDA
Portuguesa	I-OBRA_REPRODUZIDA
'.	O
»	O
Esforço	O
Durante	O
o	O
apuramento	O
,	O
Cordeiro	B-PESSOA_INDIVIDUAL
foi	O
dos	O
que	O
mais	O
sofreu.	O
Sempre	O
que	O
havia	O
convocatória	O
,	O
o	O
veterinário	O
e	O
inspector	O
sanitário	O
«	O
saía	O
do	O
trabalho	O
``	O
pelas	B-TEMPO_TEMPO_CALEND
17	I-TEMPO_TEMPO_CALEND
horas	I-TEMPO_TEMPO_CALEND
,	O
viajava	O
para	O
Lisboa	B-LOCAL_HUMANO
,	O
treinava	O
e	O
regressava	O
,	O
chegando	O
perto	B-TEMPO_TEMPO_CALEND
da	I-TEMPO_TEMPO_CALEND
uma	I-TEMPO_TEMPO_CALEND
da	I-TEMPO_TEMPO_CALEND
madrugada	I-TEMPO_TEMPO_CALEND
»	O
.	O
«	O
Aconteceu	O
ter	O
de	O
me	O
levantar	O
às	B-TEMPO_TEMPO_CALEND
4	I-TEMPO_TEMPO_CALEND
horas	I-TEMPO_TEMPO_CALEND
para	O
ir	O
trabalhar	O
»	O
,	O
conta.	O
Adeus	O
à	O
Selecção	B-PESSOA_GRUPOMEMBRO
O	O
último	O
jogo	O
de	O
Rui	B-PESSOA_INDIVIDUAL
Cordeiro	I-PESSOA_INDIVIDUAL
no	O
Mundial	B-ACONTECIMENTO_ORGANIZADO
vai	O
ser	O
também	O
o	O
derradeiro	O
da	O
carreira	O
internacional.	O
«	O
É	O
complicado	O
conciliar	O
a	O
Selecção	O
Nacional	O
com	O
a	O
carreira	O
profissional	O
»	O
,	O
justifica	O
o	O
pilar	O
da	O
Académica	B-PESSOA_GRUPOMEMBRO
,	O
que	O
este	B-TEMPO_TEMPO_CALEND
