Mosteiro	B-OBRA_ARTE
diferentes	O
,	O
tendo	O
Ricardo	B-PESSOA_INDIVIDUAL
Pereira	I-PESSOA_INDIVIDUAL
alcançado	O
o	O
6º	B-VALOR_CLASSIFICACAO
lugar	O
e	O
Hugo	B-PESSOA_INDIVIDUAL
Basaula	I-PESSOA_INDIVIDUAL
o	O
15º	B-VALOR_CLASSIFICACAO
lugar.	O
Para	O
o	O
mais	O
jovem	O
membro	O
do	O
Team	B-PESSOA_GRUPOMEMBRO
Suzuki	I-PESSOA_GRUPOMEMBRO
Cepsa	I-PESSOA_GRUPOMEMBRO
,	O
Hugo	B-PESSOA_INDIVIDUAL
Basaula	I-PESSOA_INDIVIDUAL
,	O
esta	O
manga	O
começou	O
muito	O
bem	O
,	O
pois	O
o	O
piloto	O
fez	O
uma	O
partida	O
fenomenal	O
e	O
assumiu	O
a	O
3ª	B-VALOR_CLASSIFICACAO
posição	O
no	O
pelotão.	O
Mas	O
uma	O
queda	O
que	O
sofreu	O
num	O
salto	O
,	O
fez	O
com	O
que	O
tivesse	O
que	O
recuperar	O
da	O
última	O
posição	O
e	O
já	O
com	O
muito	O
tempo	O
de	O
atraso	O
para	O
os	O
seus	O
adversários.	O
Após	O
uma	O
recuperação	O
endiabrada	O
conseguiu	O
então	O
a	O
15º	B-VALOR_CLASSIFICACAO
posição	O
final.	O
Ricardo	B-PESSOA_INDIVIDUAL
Pereira	I-PESSOA_INDIVIDUAL
esteve	O
mais	O
uma	O
vez	O
muito	O
regular	O
e	O
rápido	O
terminando	O
no	O
6º	B-VALOR_CLASSIFICACAO
lugar	O
com	O
a	O
Suzuki	B-COISA_CLASSE
RMZ	I-COISA_CLASSE
250	I-COISA_CLASSE
.	O
Na	O
classe	O
maior	O
,	O
Ricardo	B-PESSOA_INDIVIDUAL
Pazos	I-PESSOA_INDIVIDUAL
,	O
partiu	O
determinado	O
a	O
melhorar	O
a	O
sua	O
prestação	O
relativamente	O
à	O
Águeda	O
,	O
e	O
com	O
uma	O
condução	O
mais	O
adaptada	O
à	O
Suzuki	B-COISA_CLASSE
RMZ	I-COISA_CLASSE
450	I-COISA_CLASSE
,	O
alcançou	O
o	O
3º	B-VALOR_CLASSIFICACAO
lugar	O
,	O
muito	O
perto	O
de	O
Paulo	B-PESSOA_INDIVIDUAL
Gonçalves	I-PESSOA_INDIVIDUAL
que	O
secundou	O
Hugo	B-PESSOA_INDIVIDUAL
Santos	I-PESSOA_INDIVIDUAL
no	O
Podium	O
.	O
No	B-TEMPO_TEMPO_CALEND
final	I-TEMPO_TEMPO_CALEND
da	I-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
realizou-se	O
a	O
manga	O
do	O
Absoluto	B-COISA_CLASSE
,	O
e	O
mais	O
uma	O
vez	O
Luís	B-PESSOA_INDIVIDUAL
Correia	I-PESSOA_INDIVIDUAL
demonstrou	O
porque	O
é	O
o	O
piloto	O
mais	O
rápido	O
a	O
correr	O
em	O
Portugal	B-LOCAL_HUMANO
com	O
máquinas	O
da	O
classe	O
125	B-COISA_CLASSE
.	O
Alcançou	O
o	O
3º	B-VALOR_CLASSIFICACAO
lugar	O
em	O
termos	O
de	O
Absoluto	B-COISA_CLASSE
e	O
foi	O
o	O
melhor	O
piloto	O
da	O
classe	O
125	B-COISA_CLASSE
.	O
Para	O
Ricardo	B-PESSOA_INDIVIDUAL
Pazos	I-PESSOA_INDIVIDUAL
esta	O
manga	O
ficou	O
marcada	O
por	O
uma	O
queda	O
espectacular	O
que	O
sofreu	O
logo	O
na	O
volta	O
inicial	O
e	O
quando	O
tentava	O
assumir	O
a	O
liderança	O
,	O
numa	O
descida	O
em	O
que	O
os	O
pilotos	O
alcançam	O
velocidades	O
muito	O
elevadas.	O
Apesar	O
do	O
grande	O
aparato	O
da	O
queda	O
,	O
Ricardo	B-PESSOA_INDIVIDUAL
Pazos	I-PESSOA_INDIVIDUAL
pode	O
prosseguir	O
em	O
prova	O
,	O
pois	O
os	O
seus	O
equipamentos	O
protegeram-no	O
de	O
lesões	O
graves	O
,	O
nomeadamente	O
o	O
capacete	O
CMS	B-COISA_CLASSE
,	O
botas	O
Oxtar	B-COISA_CLASSE
e	O
equipamento	O
Shift	B-COISA_CLASSE
.	O
Apesar	O
de	O
ter	O
quase	O
uma	O
volta	O
de	O
atraso	O
para	O
os	O
seus	O
adversários	O
,	O
não	O
baixou	O
os	O
braços	O
e	O
realizou	O
uma	O
grande	O
recuperação	O
,	O
alcançando	O
o	O
12º	B-VALOR_CLASSIFICACAO
lugar.	O
Para	O
o	O
publico	O
presente	O
a	O
luta	O
travada	O
entre	O
Hugo	B-PESSOA_INDIVIDUAL
Basaula	I-PESSOA_INDIVIDUAL
e	O
Ricardo	B-PESSOA_INDIVIDUAL
Pereira	I-PESSOA_INDIVIDUAL
foi	O
empolgante	O
,	O
pois	O
os	O
pilotos	O
trocavam	O
de	O
posições	O
em	O
todo	O
o	O
percurso	O
da	O
pista.	O
No	O
final	O
seria	O
Ricardo	B-PESSOA_INDIVIDUAL
Pereira	I-PESSOA_INDIVIDUAL
a	O
levar	O
a	O
melhor	O
sobre	O
o	O
colega	O
de	O
equipa	O
,	O
alcançando	O
o	O
11º	B-VALOR_CLASSIFICACAO
lugar	O
e	O
Hugo	B-PESSOA_INDIVIDUAL
Basaula	I-PESSOA_INDIVIDUAL
o	O
17º	B-VALOR_CLASSIFICACAO
lugar.	O
Esta	O
prova	O
também	O
contava	O
para	O
o	O
Troféu	B-ACONTECIMENTO_ORGANIZADO
Suzuki	I-ACONTECIMENTO_ORGANIZADO
Cepsa	I-ACONTECIMENTO_ORGANIZADO
Cetelem	I-ACONTECIMENTO_ORGANIZADO
Motojornal	I-ACONTECIMENTO_ORGANIZADO
,	O
e	O
o	O
lugar	O
mais	O
alto	O
do	O
Podium	O
voltou	O
a	O
ser	O
ocupado	O
por	O
Ricardo	B-PESSOA_INDIVIDUAL
Pereira	I-PESSOA_INDIVIDUAL
,	O
que	O
assim	O
permanece	O
invicto	O
deste	O
o	O
início	O
desta	O
iniciativa	O
em	B-TEMPO_TEMPO_CALEND
2004	I-TEMPO_TEMPO_CALEND
.	O
Ministério	B-ORGANIZACAO_ADMINISTRACAO
da	I-ORGANIZACAO_ADMINISTRACAO
Defesa	I-ORGANIZACAO_ADMINISTRACAO
Nacional	I-ORGANIZACAO_ADMINISTRACAO
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
Nacional	I-PESSOA_CARGO
visita	O
Forças	B-PESSOA_GRUPOMEMBRO
Nacionais	I-PESSOA_GRUPOMEMBRO
Destacadas	I-PESSOA_GRUPOMEMBRO
no	O
Afeganistão	B-LOCAL_HUMANO
O	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
Nacional	I-PESSOA_CARGO
,	O
Nuno	B-PESSOA_INDIVIDUAL
Severiano	I-PESSOA_INDIVIDUAL
Teixeira	I-PESSOA_INDIVIDUAL
,	O
desloca-se	O
ao	O
Afeganistão	B-LOCAL_HUMANO
,	O
no	B-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
29	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Dezembro	I-TEMPO_TEMPO_CALEND
,	O
para	O
efectuar	O
uma	O
visita	O
às	O
Forças	B-PESSOA_GRUPOMEMBRO
Nacionais	I-PESSOA_GRUPOMEMBRO
Destacadas	I-PESSOA_GRUPOMEMBRO
em	O
Cabul	B-LOCAL_HUMANO
.	O
Nuno	B-PESSOA_INDIVIDUAL
Severiano	I-PESSOA_INDIVIDUAL
Teixeira	I-PESSOA_INDIVIDUAL
visitará	O
o	O
contingente	O
português	O
estacionado	O
em	O
Campo	B-LOCAL_HUMANO
Warehouse	I-LOCAL_HUMANO
,	O
composto	O
pela	O
22.ª	B-PESSOA_GRUPOMEMBRO
Companhia	I-PESSOA_GRUPOMEMBRO
de	I-PESSOA_GRUPOMEMBRO
Atiradores	I-PESSOA_GRUPOMEMBRO
Pára-Quedistas	I-PESSOA_GRUPOMEMBRO
da	O
Brigada	B-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Reacção	I-ORGANIZACAO_INSTITUICAO
Rápida	I-ORGANIZACAO_INSTITUICAO
e	O
uma	O
equipa	O
de	O
Controladores	B-PESSOA_GRUPOMEMBRO
Aéreos	I-PESSOA_GRUPOMEMBRO
Avançados	I-PESSOA_GRUPOMEMBRO
da	O
Força	B-ORGANIZACAO_INSTITUICAO
Aérea	I-ORGANIZACAO_INSTITUICAO
.	O
O	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
deverá	O
assistir	O
ao	O
briefing	O
do	O
destacamento	O
e	O
visitar	O
o	O
aquartelamento	O
do	O
Campo	B-LOCAL_HUMANO
Warehouse	I-LOCAL_HUMANO
.	O
Com	O
um	O
total	O
de	O
161	B-VALOR_QUANTIDADE
militares	O
,	O
o	O
contingente	O
português	O
integrado	O
na	O
Força	B-ORGANIZACAO_ADMINISTRACAO
Internacional	I-ORGANIZACAO_ADMINISTRACAO
de	I-ORGANIZACAO_ADMINISTRACAO
Assistência	I-ORGANIZACAO_ADMINISTRACAO
e	I-ORGANIZACAO_ADMINISTRACAO
Segurança	I-ORGANIZACAO_ADMINISTRACAO
(	O
ISAF	B-ORGANIZACAO_ADMINISTRACAO
)	O
constitui	O
a	O
Força	B-ORGANIZACAO_ADMINISTRACAO
de	I-ORGANIZACAO_ADMINISTRACAO
Reacção	I-ORGANIZACAO_ADMINISTRACAO
Rápida	I-ORGANIZACAO_ADMINISTRACAO
do	O
Comandante	B-PESSOA_CARGO
da	O
força	O
da	O
NATO	B-ORGANIZACAO_ADMINISTRACAO
no	O
Afeganistão	B-LOCAL_HUMANO
.	O
Nuno	B-PESSOA_INDIVIDUAL
Severiano	I-PESSOA_INDIVIDUAL
Teixeira	I-PESSOA_INDIVIDUAL
reúne-se	O
ainda	O
com	O
o	O
comandante	O
da	O
força	O
da	O
NATO	B-ORGANIZACAO_ADMINISTRACAO
(	O
ISAF	B-ORGANIZACAO_ADMINISTRACAO
)	O
no	O
Afeganistão	B-LOCAL_HUMANO
,	O
General	B-PESSOA_INDIVIDUAL
Dan	I-PESSOA_INDIVIDUAL
McNeill	I-PESSOA_INDIVIDUAL
.	O
A	O
participação	O
militar	O
Portuguesa	O
no	O
Afeganistão	B-LOCAL_HUMANO
começou	O
a	B-TEMPO_TEMPO_CALEND
10	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Agosto	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2005	I-TEMPO_TEMPO_CALEND
.	O
Nuno	B-PESSOA_INDIVIDUAL
Severiano	I-PESSOA_INDIVIDUAL
Teixeira	I-PESSOA_INDIVIDUAL
aproveita	O
a	O
deslocação	O
a	O
Cabul	B-LOCAL_HUMANO
para	O
manter	O
encontros	O
com	O
as	O
autoridades	O
afegãs.	O
O	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
deverá	O
reunir-se	O
com	O
o	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
afegão	O
,	O
Raheem	B-PESSOA_INDIVIDUAL
Wardag	I-PESSOA_INDIVIDUAL
,	O
e	O
com	O
o	O
Presidente	B-PESSOA_CARGO
da	O
República	B-LOCAL_HUMANO
Islâmica	I-LOCAL_HUMANO
do	I-LOCAL_HUMANO
Afeganistão	I-LOCAL_HUMANO
,	O
Hamid	B-PESSOA_INDIVIDUAL
Karzai	I-PESSOA_INDIVIDUAL
.	O
O	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Defesa	I-PESSOA_CARGO
Nacional	I-PESSOA_CARGO
estará	O
de	O
regresso	O
a	O
Lisboa	B-LOCAL_HUMANO
no	B-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
30	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Dezembro	I-TEMPO_TEMPO_CALEND
.	O
ONDE	O
ESTÁ	O
O	O
PSD	B-ABSTRACCAO_DISCIPLINA
?	O
É	O
só	O
uma	O
questão	O
de	O
tempo	O
até	O
os	O
jornais	O
começarem	O
a	O
perguntar	O
onde	O
está	O
o	O
PSD	B-ORGANIZACAO_INSTITUICAO
,	O
onde	O
está	O
Menezes	B-PESSOA_INDIVIDUAL
,	O
onde	O
está	O
a	O
oposição	O
vinda	O
do	O
partido	O
que	O
é	O
suposto	O
``	O
liderá-la	O
''	O
,	O
que	O
não	O
se	O
vê	O
em	O
parte	O
nenhuma.	O
O	O
PP	B-ORGANIZACAO_INSTITUICAO
,	O
o	O
PCP	B-ORGANIZACAO_INSTITUICAO
e	O
o	O
BE	B-ORGANIZACAO_INSTITUICAO
,	O
nalguns	O
casos	O
mesmo	O
alguns	O
raros	O
dissidentes	O
do	O
PS	B-ABSTRACCAO_DISCIPLINA
socrático	O
,	O
têm	O
criticado	O
o	O
Governo	B-ORGANIZACAO_ADMINISTRACAO
,	O
enquanto	O
o	O
PSD	B-ORGANIZACAO_INSTITUICAO
passa	O
entre	O
as	O
sombras	O
,	O
ou	O
ficando	O
pura	O
e	O
simplesmente	O
silencioso	O
,	O
ou	O
murmurando	O
umas	O
críticas	O
de	O
circunstância	O
que	O
ninguém	O
ouve	O
,	O
ou	O
,	O
em	O
muitos	O
casos	O
,	O
concordando	O
com	O
o	O
Governo	B-ORGANIZACAO_INSTITUICAO
e	O
o	O
PS	B-ORGANIZACAO_INSTITUICAO
.	O
O	O
único	O
``	O
não	O
''	O
sonoro	O
que	O
se	O
ouviu	O
foi	O
a	O
recusa	O
do	O
empréstimo	O
à	O
Câmara	B-ORGANIZACAO_ADMINISTRACAO
de	O
Lisboa	B-LOCAL_HUMANO
,	O
acompanhado	O
por	O
uma	O
condução	O
política	O
que	O
primou	O
pela	O
completa	O
inépcia.	O
Esse	O
é	O
daqueles	O
que	O
mais	O
valia	O
não	O
se	O
ter	O
ouvido	O
,	O
sem	O
com	O
isso	O
dizer	O
que	O
Costa	B-PESSOA_INDIVIDUAL
tinha	O
razão	O
,	O
que	O
não	O
a	O
tinha.	O
A	O
pergunta	O
do	O
``	O
onde	O
está	O
''	O
é	O
tradicional	O
na	O
comunicação	O
social	O
e	O
nalguns	O
casos	O
foi	O
feita	O
com	O
estragos	O
consideráveis	O
,	O
como	O
aconteceu	O
com	O
Vítor	B-PESSOA_INDIVIDUAL
Constâncio	I-PESSOA_INDIVIDUAL
à	O
frente	O
do	O
PS	B-ORGANIZACAO_INSTITUICAO
.	O
A	O
pergunta	O
em	O
si	O
é	O
pouco	O
relevante	O
,	O
porque	O
o	O
que	O
a	O
comunicação	O
social	O
quer	O
é	O
festa	O
e	O
,	O
quando	O
acha	O
que	O
não	O
a	O
tem	O
,	O
clama	O
por	O
actores	O
no	O
palco.	O
Admito	O
que	O
os	O
tempos	O
agora	O
não	O
estarão	O
como	O
estavam	O
no	B-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
de	O
Constâncio	B-PESSOA_INDIVIDUAL
,	O
nem	O
a	O
dedicação	O
carinhosa	O
da	O
comunicação	O
social	O
ao	O
PSD	B-ORGANIZACAO_INSTITUICAO
é	O
idêntica	O
à	O
que	O
na	O
época	O
prodigalizava	O
ao	O
PS	B-ORGANIZACAO_INSTITUICAO
,	O
cujo	O
estado	O
a	O
preocupava.	O
Mas	O
,	O
quando	O
vier	O
a	O
pergunta	O
,	O
será	O
mais	O
para	O
a	O
coreografia	O
do	O
que	O
para	O
a	O
substância	O
,	O
porque	O
esta	O
está	O
há	O
muito	O
respondida	O
:	O
de	B-TEMPO_DURACAO
há	I-TEMPO_DURACAO
uns	I-TEMPO_DURACAO
tempos	I-TEMPO_DURACAO
a	I-TEMPO_DURACAO
esta	I-TEMPO_DURACAO
parte	I-TEMPO_DURACAO
,	O
o	O
PSD	B-PESSOA_GRUPOMEMBRO
está	O
onde	O
está	O
o	O
PS	B-PESSOA_GRUPOMEMBRO
.	O
A	O
razão	O
pela	O
qual	O
o	O
PSD	B-PESSOA_GRUPOMEMBRO
se	O
ausentou	O
para	O
parte	O
incerta	O
foi	O
explicada	O
na	O
pouco	O
noticiada	O
conferência	O
de	O
imprensa	O
``	O
oferecedora	O
de	O
pactos	O
''	O
,	O
antecedendo	O
o	O
debate	O
parlamentar	O
de	O
``	O
primeira	O
oportunidade	O
''	O
entre	O
Sócrates	B-PESSOA_INDIVIDUAL
e	O
Santana	B-PESSOA_INDIVIDUAL
Lopes	I-PESSOA_INDIVIDUAL
.	O
Desde	O
aí	O
que	O
se	O
conhecem	O
as	O
razões	O
de	O
substância	O
para	O
este	O
já	O
longo	O
silêncio	O
:	O
o	O
PSD	B-ORGANIZACAO_INSTITUICAO
aproximou-se	O
politicamente	O
do	O
PS	B-ORGANIZACAO_INSTITUICAO
como	O
nunca	O
esteve	O
antes	B-TEMPO_TEMPO_CALEND
,	O
ao	O
ponto	O
de	O
se	O
oferecer	O
para	O
co-governar	O
em	O
praticamente	O
todas	O
as	O
áreas.	O
Na	O
conferência	O
e	O
em	O
declarações	O
avulsas	O
-	O
da	O
política	O
externa	O
à	O
política	O
europeia	O
,	O
passando	O
pela	O
defesa	O
,	O
segurança	O
interna	O
e	O
legislação	O
eleitoral	O
,	O
e	O
acabando	O
no	O
célebre	O
``	O
pacto	O
das	O
obras	O
públicas	O
''	O
,	O
a	O
que	O
se	O
soma	O
o	O
``	O
pacto	O
da	O
justiça	O
''	O
vindo	O
do	B-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
de	O
Marques	B-PESSOA_INDIVIDUAL
Mendes	I-PESSOA_INDIVIDUAL
-	O
,	O
o	O
PSD	B-ORGANIZACAO_INSTITUICAO
faz	O
uma	O
abdicação	O
da	O
diferença	O
,	O
da	O
alteridade	O
,	O
da	O
oposição.	O
O	O
que	O
nos	O
é	O
dito	O
é	O
que	O
em	B-TEMPO_TEMPO_CALEND
Janeiro	I-TEMPO_TEMPO_CALEND
tudo	O
vai	O
mudar	O
,	O
aparecerão	O
propostas	O
e	O
tomadas	O
de	O
posição	O
,	O
vai	O
começar	O
a	O
oposição	O
``	O
a	O
sério	O
''	O
,	O
quando	O
estiverem	O
gabinetes	O
e	O
assessores	O
a	O
funcionar.	O
É	O
um	O
pouco	O
bizarro	O
que	O
se	O
anuncie	O
um	O
tempo	O
de	O
adiamento	O
da	O
oposição	O
,	O
uma	O
paragem	O
para	O
uma	O
retoma	O
anunciada	O
,	O
quando	O
antes	B-TEMPO_TEMPO_CALEND
tudo	O
era	O
tempo	O
urgente.	O
Menezes	B-PESSOA_INDIVIDUAL
criticava	O
Marques	B-PESSOA_INDIVIDUAL
Mendes	I-PESSOA_INDIVIDUAL
por	O
não	O
fazer	O
oposição	O
dia	B-TEMPO_FREQUENCIA
a	I-TEMPO_FREQUENCIA
dia	I-TEMPO_FREQUENCIA
,	O
minuto	B-TEMPO_FREQUENCIA
a	I-TEMPO_FREQUENCIA
minuto	I-TEMPO_FREQUENCIA
,	O
fogosa	O
,	O
ardente	O
,	O
caso	O
a	O
caso	O
,	O
para	O
o	O
que	O
,	O
dizia	O
,	O
não	O
faltavam	O
temas	O
nem	O
razões	O
e	O
que	O
``	O
com	O
ele	O
''	O
isso	O
iria	O
mudar	O
radicalmente.	O
Já	O
não	O
me	O
refiro	O
às	O
idas	O
às	O
fábricas	O
que	O
encerraram	O
-	O
entretanto	O
já	O
encerraram	O
várias	O
-	O
,	O
mas	O
a	O
um	O
estilo	O
prometido	O
de	O
pathos	O
oposicionista	O
,	O
comunhão	O
com	O
o	O
povo	O
e	O
de	O
entusiasmo	O
militante	O
,	O
que	O
,	O
de	O
todo	O
,	O
não	O
se	O
vê.	O
Não	O
é	O
que	O
o	O
estilo	O
prometido	O
fosse	O
bom	O
,	O
mas	O
foi	O
o	O
que	O
foi	O
prometido	O
,	O
antes	O
deste	O
enorme	O
esforço	O
de	O
respeitabilidade	O
fabricado	O
por	O
agências	O
de	O
comunicação.	O
Estas	O
flutuações	O
matam	O
o	O
flutuante	O
,	O
mas	O
,	O
infelizmente	O
,	O
são	O
o	O
que	O
é	O
normal	O
,	O
quando	O
se	O
actua	O
para	O
uma	O
sociedade	O
do	O
espectáculo.	O
Permitam-me	O
por	O
isso	O
que	O
duvide	O
da	O
ofensiva	O
putativa	O
de	B-TEMPO_TEMPO_CALEND
Janeiro	I-TEMPO_TEMPO_CALEND
,	O
porque	O
a	O
diferença	O
não	O
se	O
faz	O
com	O
mais	O
ou	O
menos	O
``	O
estudos	O
''	O
,	O
``	O
porta-vozes	O
''	O
ou	O
``	O
governos-sombra	O
''	O
.	O
Faz-se	O
em	O
primeiro	O
lugar	O
com	O
políticas	O
e	O
não	O
faltaram	O
ocasiões	O
nos	B-TEMPO_TEMPO_CALEND
últimos	I-TEMPO_TEMPO_CALEND
meses	I-TEMPO_TEMPO_CALEND
para	O
se	O
ser	O
firme	O
e	O
duro	O
com	O
a	O
política	O
de	O
um	O
governo	O
que	O
está	O
a	O
empobrecer-nos	O
a	O
todos	O
em	O
nome	O
de	O
um	O
modelo	O
``	O
social	O
''	O
que	O
não	O
tem	O
futuro.	O
Isto	O
,	O
na	O
hipótese	O
de	O
o	O
PSD	B-ORGANIZACAO_INSTITUICAO
ter	O
um	O
modelo	O
diferente	O
,	O
que	O
só	O
pode	O
ser	O
mais	O
liberal	O
,	O
mesmo	O
que	O
só	O
moderadamente	O
liberal	O
,	O
o	O
que	O
já	O
não	O
era	O
mau.	O
Quando	O
dois	O
partidos	O
se	O
colam	O
tanto	O
que	O
pouco	O
se	O
diferenciam	O
,	O
o	O
que	O
sobra	O
para	O
a	O
luta	O
política	O
tende	O
a	O
ser	O
incidental	O
,	O
conjuntural	O
:	O
esta	O
nomeação	O
,	O
aquela	O
opção	O
por	O
Ferreira	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
Cima	I-LOCAL_HUMANO
em	O
vez	O
de	O
ser	O
por	O
Ferreira	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
Baixo	I-LOCAL_HUMANO
e	O
várias	O
variantes	O
de	O
questões	O
``	O
fracturantes	O
''	O
,	O
que	O
em	O
muitos	O
casos	O
são	O
distracções	O
dos	O
problemas	O
centrais	O
de	O
poder	O
político	O
e	O
remetem	O
para	O
agendas	O
em	O
que	O
nem	O
sequer	O
é	O
líquido	O
que	O
o	O
Estado	B-ORGANIZACAO_ADMINISTRACAO
e	O
o	O
poder	O
político	O
devam	O
entrar.	O
Este	O
``	O
bloco	O
central	O
''	O
político	O
esteve	O
sempre	O
dentro	O
do	O
PSD	B-ORGANIZACAO_INSTITUICAO
,	O
como	O
esteve	O
e	O
está	O
no	O
PS	B-ORGANIZACAO_INSTITUICAO
e	O
é	O
uma	O
sobrevivência	O
de	O
laços	O
de	O
interesses	O
profundos	O
representados	O
nos	O
dois	O
partidos	O
e	O
que	O
,	O
depois	O
,	O
encontra	O
expressão	O
no	O
rastro	O
salazarista	O
antidemocrático	O
dos	O
consensos.	O
Nos	B-TEMPO_TEMPO_CALEND
primeiros	I-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
da	O
democracia	O
,	O
este	O
``	O
bloco	O
central	O
''	O
concentrava-se	O
em	O
exercer	O
o	O
poder	O
através	O
da	O
economia	O
nacionalizada	O
pós-1975	B-TEMPO_GENERICO
,	O
daí	O
poder	O
ser	O
representado	O
simbolicamente	O
na	O
cena	O
real	O
de	O
responsáveis	O
dos	O
dois	O
partidos	O
reunidos	O
a	O
distribuir	O
os	O
lugares	O
de	O
gestores	O
públicos	O
nas	O
empresas	O
:	O
estes	O
dois	O
são	O
para	O
mim	O
,	O
este	O
fica	O
para	O
ti	O
,	O
este	O
vai	O
para	O
a	O
TAP	B-ORGANIZACAO_EMPRESA
e	O
dou-te	O
dois	O
na	O
CP	B-ORGANIZACAO_EMPRESA
,	O
mas	O
este	O
da	O
EDP	B-ORGANIZACAO_EMPRESA
não	O
pode	O
ser	O
comparado	O
como	O
este	O
na	O
Imprensa	B-ORGANIZACAO_EMPRESA
Nacional	I-ORGANIZACAO_EMPRESA
,	O
etc.	O
,	O
etc.	O
Este	O
tipo	O
de	O
partilhas	O
que	O
durou	O
até	B-TEMPO_TEMPO_CALEND
há	I-TEMPO_TEMPO_CALEND
muito	I-TEMPO_TEMPO_CALEND
pouco	I-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
e	O
em	O
muitas	O
áreas	O
,	O
a	O
começar	O
nas	O
autarquias	O
e	O
nas	O
empresas	O
municipalizadas	O
,	O
ainda	O
está	O
longe	O
de	O
ter	O
acabado.	O
Mas	O
o	O
``	O
bloco	O
central	O
de	O
interesses	O
''	O
evoluiu	O
com	O
a	O
economia	O
,	O
e	O
adaptou-se	O
às	O
privatizações	O
,	O
deslocou-se	O
para	O
fora	O
do	O
Estado	B-ORGANIZACAO_ADMINISTRACAO
e	O
foi	O
para	O
os	O
grupos	O
económicos	O
,	O
para	O
os	O
bancos	O
,	O
as	O
seguradoras	O
,	O
as	O
empresas	O
de	O
construção	O
civil	O
,	O
etc.	O
,	O
etc.	O
Quase	O
que	O
se	O
pode	O
formular	O
uma	O
regra	O
simples	O
:	O
quanto	O
mais	O
depender	O
um	O
grupo	O
económico	O
de	O
decisões	O
do	O
governo	O
para	O
conduzir	O
a	O
sua	O
actividade	O
empresarial	O
,	O
tanto	O
maior	O
é	O
a	O
presença	O
deste	O
``	O
bloco	O
central	O
de	O
interesses	O
''	O
no	O
seu	O
seio.	O
A	O
deslocação	O
do	O
Estado	B-ORGANIZACAO_ADMINISTRACAO
para	O
o	O
privado	O
significa	O
que	O
os	O
mecanismos	O
de	O
influência	O
tendem	O
a	O
deslocar-se	O
de	O
fora	O
para	O
dentro	O
,	O
a	O
centrar-se	O
na	O
mediação	O
de	O
negócios	O
,	O
assentes	O
em	O
empresas	O
de	O
consultadoria	O
e	O
em	O
grandes	O
escritórios	O
de	O
advogados	O
,	O
que	O
todos	O
sabem	O
serem	O
as	O
portas	O
certas	O
para	O
chegar	O
ao	O
governo	O
,	O
este	O
e	O
os	O
anteriores.	O
Quando	O
um	O
partido	O
político	O
,	O
ainda	O
por	O
cima	O
na	O
oposição	O
,	O
se	O
demarca	O
deste	O
jogo	O
de	O
interesses	O
instalado	O
,	O
as	O
suas	O
lideranças	O
são	O
sujeitas	O
a	O
um	O
processo	O
que	O
começa	O
pela	O
descredibilização	O
e	O
acaba	O
na	O
tentativa	O
de	O
expulsar	O
os	O
incontroláveis.	O
Marcelo	B-PESSOA_INDIVIDUAL
Rebelo	I-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Sousa	I-PESSOA_INDIVIDUAL
,	O
num	B-TEMPO_TEMPO_CALEND
momento	I-TEMPO_TEMPO_CALEND
da	O
sua	O
liderança	O
,	O
quando	O
contestou	O
alguns	O
grandes	O
negócios	O
,	O
foi	O
sujeito	O
a	O
essa	O
campanha.	O
É	O
verdade	O
que	O
no	O
PSD	B-ORGANIZACAO_INSTITUICAO
há	O
a	O
presença	O
deste	O
``	O
bloco	O
central	O
''	O
,	O
mas	O
há	O
também	O
uma	O
tradição	O
de	O
ruptura	O
que	O
,	O
no	O
passado	O
,	O
tornou	O
o	O
partido	O
na	O
principal	O
força	O
reformista	O
em	O
Portugal	B-LOCAL_HUMANO
.	O
O	O
